#	Name:   Map from Mattel Aquarius character set to Unicode
#	Date:   2021 November 21
#	Author: Rebecca Bettencourt <support@kreativekorp.com>

0x00	0x00A3	# POUND SIGN
0x8A	0x2660	# BLACK SPADE SUIT (or 0x1F6E7 UP-POINTING AIRPLANE)
0x8B	0x1CDF8	# DOWN-POINTING AIRPLANE
0x8C	0x1CDEE	# TOP HALF LEFT-FACING RUNNER FRAME-2
0x8D	0x1CDEF	# BOTTOM HALF LEFT-FACING RUNNER FRAME-2
0x8E	0x25B6	# BLACK RIGHT-POINTING TRIANGLE
0x8F	0x25B2	# BLACK UP-POINTING TRIANGLE
0x90	0x2581	# LOWER ONE EIGHTH BLOCK
0x91	0x2589	# LEFT SEVEN EIGHTHS BLOCK
0x92	0x1CDF6	# TOP HALF FLAILING ROBOT FRAME-1
0x93	0x1CDF7	# TOP HALF FLAILING ROBOT FRAME-2
0x94	0x1FB8E	# UPPER HALF MEDIUM SHADE
0x95	0x1FB8D	# RIGHT HALF MEDIUM SHADE
0x96	0x2B24	# BLACK LARGE CIRCLE
0x97	0x258E	# LEFT ONE QUARTER BLOCK
0x98	0x258D	# LEFT THREE EIGHTHS BLOCK
0x99	0x258C	# LEFT HALF BLOCK
0x9A	0x2708	# AIRPLANE
0x9B	0x1CDF9	# LEFT-POINTING AIRPLANE
0x9C	0x1CDFC	# DOWN-POINTING FROG
0x9D	0x1CDFB	# UP-POINTING FROG
0x9E	0x25C0	# BLACK LEFT-POINTING TRIANGLE
0x9F	0x25BC	# BLACK DOWN-POINTING TRIANGLE
0xA0	0x00A0	# NO-BREAK SPACE; unification of EMPTY BLOCK SEXTANT
0xA1	0x1FB00	# BLOCK SEXTANT-1
0xA2	0x1FB01	# BLOCK SEXTANT-2
0xA3	0x1FB02	# BLOCK SEXTANT-12
0xA4	0x1FB03	# BLOCK SEXTANT-3
0xA5	0x1FB04	# BLOCK SEXTANT-13
0xA6	0x1FB05	# BLOCK SEXTANT-23
0xA7	0x1FB06	# BLOCK SEXTANT-123
0xA8	0x1FB07	# BLOCK SEXTANT-4
0xA9	0x1FB08	# BLOCK SEXTANT-14
0xAA	0x1FB09	# BLOCK SEXTANT-24
0xAB	0x1FB0A	# BLOCK SEXTANT-124
0xAC	0x1FB0B	# BLOCK SEXTANT-34
0xAD	0x1FB0C	# BLOCK SEXTANT-134
0xAE	0x1FB0D	# BLOCK SEXTANT-234
0xAF	0x1FB0E	# BLOCK SEXTANT-1234
0xB0	0x1FB0F	# BLOCK SEXTANT-5
0xB1	0x1FB10	# BLOCK SEXTANT-15
0xB2	0x1FB11	# BLOCK SEXTANT-25
0xB3	0x1FB12	# BLOCK SEXTANT-125
0xB4	0x1FB13	# BLOCK SEXTANT-35
0xB5	0x258C	# LEFT HALF BLOCK; unification of BLOCK SEXTANT-135
0xB6	0x1FB14	# BLOCK SEXTANT-235
0xB7	0x1FB15	# BLOCK SEXTANT-1235
0xB8	0x1FB16	# BLOCK SEXTANT-45
0xB9	0x1FB17	# BLOCK SEXTANT-145
0xBA	0x1FB18	# BLOCK SEXTANT-245
0xBB	0x1FB19	# BLOCK SEXTANT-1245
0xBC	0x1FB1A	# BLOCK SEXTANT-345
0xBD	0x1FB1B	# BLOCK SEXTANT-1345
0xBE	0x1FB1C	# BLOCK SEXTANT-2345
0xBF	0x1FB1D	# BLOCK SEXTANT-12345
0xC0	0x25E2	# BLACK LOWER RIGHT TRIANGLE
0xC1	0x25E3	# BLACK LOWER LEFT TRIANGLE
0xC2	0x1FBE8	# TOP JUSTIFIED BOTTOM HALF BLACK CIRCLE
0xC3	0x258A	# LEFT THREE QUARTERS BLOCK
0xC4	0x25A0	# BLACK SQUARE
0xC5	0x2666	# BLACK DIAMOND SUIT
0xC6	0x25AA	# BLACK SMALL SQUARE
0xC7	0x1FBEC	# TOP RIGHT JUSTIFIED BOTTOM LEFT QUARTER BLACK CIRCLE
0xC8	0x253C	# BOX DRAWINGS LIGHT VERTICAL AND HORIZONTAL
0xC9	0x1FBED	# BOTTOM LEFT JUSTIFIED TOP RIGHT QUARTER BLACK CIRCLE
0xCA	0x2571	# BOX DRAWINGS LIGHT DIAGONAL UPPER RIGHT TO LOWER LEFT
0xCB	0x1FBE9	# RIGHT JUSTIFIED LEFT HALF BLACK CIRCLE
0xCC	0x2534	# BOX DRAWINGS LIGHT UP AND HORIZONTAL
0xCD	0x251C	# BOX DRAWINGS LIGHT VERTICAL AND RIGHT
0xCE	0x2510	# BOX DRAWINGS LIGHT DOWN AND LEFT
0xCF	0x2514	# BOX DRAWINGS LIGHT UP AND RIGHT
0xD0	0x1CDFF	# EXPLOSION FRAME-3
0xD1	0x1CDFE	# EXPLOSION FRAME-2
0xD2	0x1FBEA	# BOTTOM JUSTIFIED TOP HALF BLACK CIRCLE
0xD3	0x1CDFD	# EXPLOSION FRAME-1
0xD4	0x2665	# BLACK HEART SUIT
0xD5	0x2663	# BLACK CLUB SUIT
0xD6	0x2502	# BOX DRAWINGS LIGHT VERTICAL
0xD7	0x1FBEE	# BOTTOM RIGHT JUSTIFIED TOP LEFT QUARTER BLACK CIRCLE
0xD8	0x2573	# BOX DRAWINGS LIGHT DIAGONAL CROSS
0xD9	0x1FBEF	# TOP LEFT JUSTIFIED BOTTOM RIGHT QUARTER BLACK CIRCLE
0xDA	0x2572	# BOX DRAWINGS LIGHT DIAGONAL UPPER LEFT TO LOWER RIGHT
0xDB	0x1FBEB	# LEFT JUSTIFIED RIGHT HALF BLACK CIRCLE
0xDC	0x252C	# BOX DRAWINGS LIGHT DOWN AND HORIZONTAL
0xDD	0x2524	# BOX DRAWINGS LIGHT VERTICAL AND LEFT
0xDE	0x250C	# BOX DRAWINGS LIGHT DOWN AND RIGHT
0xDF	0x2518	# BOX DRAWINGS LIGHT UP AND LEFT
0xE0	0x1FB1E	# BLOCK SEXTANT-6
0xE1	0x1FB1F	# BLOCK SEXTANT-16
0xE2	0x1FB20	# BLOCK SEXTANT-26
0xE3	0x1FB21	# BLOCK SEXTANT-126
0xE4	0x1FB22	# BLOCK SEXTANT-36
0xE5	0x1FB23	# BLOCK SEXTANT-136
0xE6	0x1FB24	# BLOCK SEXTANT-236
0xE7	0x1FB25	# BLOCK SEXTANT-1236
0xE8	0x1FB26	# BLOCK SEXTANT-46
0xE9	0x1FB27	# BLOCK SEXTANT-146
0xEA	0x2590	# RIGHT HALF BLOCK; unification of BLOCK SEXTANT-246
0xEB	0x1FB28	# BLOCK SEXTANT-1246
0xEC	0x1FB29	# BLOCK SEXTANT-346
0xED	0x1FB2A	# BLOCK SEXTANT-1346
0xEE	0x1FB2B	# BLOCK SEXTANT-2346
0xEF	0x1FB2C	# BLOCK SEXTANT-12346
0xF0	0x1FB2D	# BLOCK SEXTANT-56
0xF1	0x1FB2E	# BLOCK SEXTANT-156
0xF2	0x1FB2F	# BLOCK SEXTANT-256
0xF3	0x1FB30	# BLOCK SEXTANT-1256
0xF4	0x1FB31	# BLOCK SEXTANT-356
0xF5	0x1FB32	# BLOCK SEXTANT-1356
0xF6	0x1FB33	# BLOCK SEXTANT-2356
0xF7	0x1FB34	# BLOCK SEXTANT-12356
0xF8	0x1FB35	# BLOCK SEXTANT-456
0xF9	0x1FB36	# BLOCK SEXTANT-1456
0xFA	0x1FB37	# BLOCK SEXTANT-2456
0xFB	0x1FB38	# BLOCK SEXTANT-12456
0xFC	0x1FB39	# BLOCK SEXTANT-3456
0xFD	0x1FB3A	# BLOCK SEXTANT-13456
0xFE	0x1FB3B	# BLOCK SEXTANT-23456
0xFF	0x2588	# FULL BLOCK; unification of BLOCK SEXTANT-123456
